idx,iso3,spbleu,comet
863,cym_kaz,7.58,66.09
864,cym_khm,5.96,58.87
865,cym_kir,6.28,64.59
866,cym_kor,6.77,64.85
867,cym_lao,8.85,61.78
868,cym_lav,8.43,64.33
869,cym_lit,7.15,64.62
870,cym_mal,8.42,62.79
871,cym_mkd,9.36,63.19
872,cym_msa,9.29,61.84
873,cym_mya,5.41,67.55
874,cym_nld,8.86,61.68
875,cym_nob,8.38,62.22
876,cym_npi,7.43,55.32
877,cym_pan,9.03,60.45
878,cym_pol,7.26,64.09
879,cym_por,11.49,60.24
880,cym_ron,10.77,61.97
881,cym_rus,10.04,63.53
882,cym_slk,7.98,63.28
883,cym_slv,7.75,64.01
884,cym_spa,8.59,58.31
885,cym_srp,9.23,62.47
886,cym_swe,10.73,61.57
887,cym_swh,8.53,63.2
888,cym_tam,9.04,66.99
889,cym_tel,9.4,63.01
890,cym_tgl,10.2,61.8
891,cym_tha,12.59,62.9
892,cym_tur,7.77,60.89
893,cym_ukr,8.8,64.83
894,cym_urd,7.96,58.53
895,cym_uzb,8.39,68.54
896,cym_vie,11.31,62.81
897,cym_yue,8.13,64.07
898,dan_afr,27.49,80.44
899,dan_amh,12.8,77.44
900,dan_ara,24.79,81.25
901,dan_asm,9.96,73.87
902,dan_azj,13.93,80.15
903,dan_bel,18.65,83.12
904,dan_ben,19.42,79.16
905,dan_bos,22.65,85.83
906,dan_bul,29.95,85.48
907,dan_cat,28.66,80.9
908,dan_ces,24.28,86.43
909,dan_cmn,24.97,83.5
910,dan_cym,22.71,75.76
911,dan_deu,27.7,81.69
912,dan_ell,24.73,83.97
913,dan_eng,34.84,83.33
914,dan_est,19.97,85.27
915,dan_fas,22.86,82.13
916,dan_fin,23.01,86.78
917,dan_fra,32.33,79.58
918,dan_glg,23.97,80.8
919,dan_guj,20.46,81.54
920,dan_heb,26.37,82.12
921,dan_hin,21.77,71.48
922,dan_hrv,22.61,85.79
923,dan_hun,20.98,82.8
924,dan_hye,22.83,83.69
925,dan_ind,27.33,85.01
926,dan_isl,17.64,78.47
927,dan_ita,23.01,82.53
928,dan_jav,13.81,82.2
929,dan_jpn,21.16,86.17
930,dan_kan,19.21,78.69
931,dan_kat,20.17,79.81
932,dan_kaz,18.7,83.84
933,dan_khm,12.23,74.64
934,dan_kir,14.87,80.71
935,dan_kor,17.99,84.14
936,dan_lao,19.66,78.24
937,dan_lav,21.75,84.88
938,dan_lit,20.84,85.19
939,dan_mal,19.78,80.4
940,dan_mkd,24.31,83.39
941,dan_msa,22.85,82.71
942,dan_mya,11.76,80.2
943,dan_nld,23.26,82.49
944,dan_nob,20.86,83.96
945,dan_npi,17.59,74.02
946,dan_pan,19.53,75.81
947,dan_pol,21.03,85.15
948,dan_por,30.82,82.42
949,dan_ron,28.93,84.43
950,dan_rus,26.1,84.79
951,dan_slk,22.29,85.4
952,dan_slv,21.08,84.81
953,dan_spa,22.35,80.19
954,dan_srp,24.29,84.03
955,dan_swe,29.91,84.84
956,dan_swh,19.93,77.08
957,dan_tam,21.17,83.8
958,dan_tel,23.2,80.23
959,dan_tgl,22.49,79.29
960,dan_tha,29.78,83.39
961,dan_tur,22.24,82.27
962,dan_ukr,24.1,84.63
963,dan_urd,16.69,75.78
964,dan_uzb,19.25,84.65
965,dan_vie,26.96,83.85
966,dan_yue,21.32,84.28
967,deu_afr,27.85,81.87
968,deu_amh,13.77,76.81
969,deu_ara,26.55,82.18
970,deu_asm,11.41,73.1
971,deu_azj,14.85,81.11
972,deu_bel,19.7,84.36
973,deu_ben,21.64,79.49
974,deu_bos,25.54,87.74
975,deu_bul,32.12,87.29
976,deu_cat,31.02,82.63
977,deu_ces,26.76,88.83
978,deu_cmn,27.56,84.84
979,deu_cym,23.43,76.7
980,deu_dan,30.54,86.7
981,deu_ell,26.66,85.22
982,deu_eng,37.71,85.6
983,deu_est,21.95,87.01
984,deu_fas,25.07,82.88
985,deu_fin,24.08,88.29
986,deu_fra,34.98,82.21
987,deu_glg,25.6,82.33
988,deu_guj,21.98,81.61
989,deu_heb,28.24,83.5
990,deu_hin,22.83,71.65
991,deu_hrv,25.0,87.93
992,deu_hun,23.14,84.82
993,deu_hye,23.94,84.13
994,deu_ind,28.75,86.77
995,deu_isl,18.48,79.61
996,deu_ita,25.51,84.37
997,deu_jav,14.55,82.21
998,deu_jpn,23.23,87.16
999,deu_kan,21.09,78.81
1000,deu_kat,21.22,80.55
1001,deu_kaz,20.4,84.19
1002,deu_khm,12.59,74.85
1003,deu_kir,15.89,80.75
1004,deu_kor,20.08,84.53
1005,deu_lao,20.96,78.11
1006,deu_lav,23.49,86.28
1007,deu_lit,21.77,86.56
1008,deu_mal,22.1,79.84
1009,deu_mkd,26.0,84.97
1010,deu_msa,24.12,83.85
1011,deu_mya,12.92,79.65
1012,deu_nld,25.55,85.08
1013,deu_nob,24.15,85.83
1014,deu_npi,18.7,73.38
1015,deu_pan,21.47,76.34
1016,deu_pol,24.04,87.52
1017,deu_por,32.54,84.15
1018,deu_ron,30.07,86.38
1019,deu_rus,28.79,86.54
1020,deu_slk,25.69,88.01
1021,deu_slv,22.93,86.94
1022,deu_spa,23.73,81.7
1023,deu_srp,26.55,85.61
1024,deu_swe,31.24,86.65
1025,deu_swh,20.48,77.2
1026,deu_tam,22.79,83.79
1027,deu_tel,25.42,80.25
1028,deu_tgl,24.02,80.14
1029,deu_tha,31.58,83.66
1030,deu_tur,23.95,83.89
1031,deu_ukr,26.5,86.71
1032,deu_urd,18.37,76.03
1033,deu_uzb,21.14,84.8
1034,deu_vie,28.95,85.54
1035,deu_yue,22.79,85.46
1036,ell_afr,21.72,77.89
1037,ell_amh,11.5,74.94
1038,ell_ara,21.83,79.84
1039,ell_asm,9.43,70.55
1040,ell_azj,12.09,77.0
1041,ell_bel,16.33,82.33
1042,ell_ben,17.67,76.37
1043,ell_bos,20.73,83.94
1044,ell_bul,26.34,83.7
1045,ell_cat,24.83,79.84
1046,ell_ces,20.39,84.26
1047,ell_cmn,21.94,81.15
1048,ell_cym,19.53,74.94
1049,ell_dan,22.71,81.94
1050,ell_deu,22.5,78.78
1051,ell_eng,27.78,81.58
1052,ell_est,17.09,83.13
1053,ell_fas,20.02,79.11
1054,ell_fin,19.21,84.95
1055,ell_fra,27.6,78.26
1056,ell_glg,20.4,79.08
1057,ell_guj,17.69,78.06
1058,ell_heb,22.77,80.17
1059,ell_hin,19.05,66.12
1060,ell_hrv,19.85,83.89
1061,ell_hun,18.48,80.27
1062,ell_hye,19.61,81.56
1063,ell_ind,22.41,82.84
1064,ell_isl,14.4,76.99
1065,ell_ita,20.55,81.1
1066,ell_jav,12.37,80.03
1067,ell_jpn,18.29,83.71
1068,ell_kan,16.68,75.38
1069,ell_kat,17.77,77.79
1070,ell_kaz,15.61,81.47
1071,ell_khm,10.75,72.33
1072,ell_kir,12.86,78.56
1073,ell_kor,16.03,81.56
1074,ell_lao,18.11,76.01
1075,ell_lav,18.44,82.58
1076,ell_lit,17.94,83.76
1077,ell_mal,17.17,77.36
1078,ell_mkd,21.16,81.55
1079,ell_msa,19.57,80.53
1080,ell_mya,10.47,77.88
1081,ell_nld,19.38,79.93
1082,ell_nob,19.05,81.58
1083,ell_npi,15.75,69.07
1084,ell_pan,17.32,71.49
1085,ell_pol,18.76,83.59
1086,ell_por,25.19,80.81
1087,ell_ron,24.18,82.74
1088,ell_rus,21.87,83.35
1089,ell_slk,18.34,83.05
1090,ell_slv,18.17,82.75
1091,ell_spa,19.41,78.82
1092,ell_srp,20.8,81.75
1093,ell_swe,23.41,82.17
1094,ell_swh,16.72,75.8
1095,ell_tam,18.67,81.13
1096,ell_tel,18.92,76.61
1097,ell_tgl,19.94,78.03
1098,ell_tha,25.88,80.02
1099,ell_tur,19.42,79.75
1100,ell_ukr,20.37,83.52
1101,ell_urd,14.9,72.37
1102,ell_uzb,17.17,81.36
1103,ell_vie,23.52,81.56
1104,ell_yue,19.12,82.37
1105,eng_afr,40.69,85.05
1106,eng_amh,16.84,82.79
1107,eng_ara,35.73,86.13
1108,eng_asm,13.67,79.28
1109,eng_azj,17.84,84.83
1110,eng_bel,22.3,85.77
1111,eng_ben,26.85,85.24
1112,eng_bos,33.55,89.73
1113,eng_bul,42.19,90.0
1114,eng_cat,39.6,85.87
1115,eng_ces,33.82,90.08
1116,eng_cmn,33.01,87.22
1117,eng_cym,32.86,81.27
1118,eng_dan,41.55,89.46
1119,eng_deu,39.16,86.46
1120,eng_ell,33.44,88.66
1121,eng_est,27.86,89.54
1122,eng_fas,32.26,86.94
1123,eng_fin,30.6,91.34
1124,eng_fra,46.11,86.27
1125,eng_glg,32.78,85.5
1126,eng_guj,28.24,87.06
1127,eng_heb,37.84,87.17
1128,eng_hin,30.45,78.89
1129,eng_hrv,31.09,89.19
1130,eng_hun,27.79,87.6
1131,eng_hye,29.64,87.67
1132,eng_ind,39.05,90.16
1133,eng_isl,22.25,82.29
1134,eng_ita,31.06,86.81
1135,eng_jav,19.78,85.68
1136,eng_jpn,28.82,90.43
1137,eng_kan,25.5,83.78
1138,eng_kat,25.86,84.51
1139,eng_kaz,26.0,88.22
1140,eng_khm,16.16,79.66
1141,eng_kir,19.4,84.89
1142,eng_kor,24.59,88.51
1143,eng_lao,27.05,83.12
1144,eng_lav,29.52,88.5
1145,eng_lit,26.69,88.47
1146,eng_mal,27.16,85.35
1147,eng_mkd,33.89,87.66
1148,eng_msa,34.04,87.53
1149,eng_mya,15.22,84.95
1150,eng_nld,29.7,86.64
1151,eng_nob,31.51,88.65
1152,eng_npi,24.71,81.08
1153,eng_pan,27.17,81.77
1154,eng_pol,27.25,88.13
1155,eng_por,45.34,87.85
1156,eng_ron,38.93,89.1
1157,eng_rus,34.8,88.83
1158,eng_slk,31.4,88.83
1159,eng_slv,28.62,88.5
1160,eng_spa,29.69,85.18
1161,eng_srp,34.61,88.04
1162,eng_swe,43.29,89.34
1163,eng_swh,28.34,81.67
1164,eng_tam,29.26,88.3
1165,eng_tel,32.26,85.08
1166,eng_tgl,31.07,83.3
1167,eng_tha,37.62,87.66
1168,eng_tur,31.48,88.22
1169,eng_ukr,33.37,88.93
1170,eng_urd,22.75,80.94
1171,eng_uzb,25.61,88.21
1172,eng_vie,35.86,87.84
1173,eng_yue,27.74,88.02
1174,est_afr,21.17,77.42
1175,est_amh,11.5,75.12
1176,est_ara,21.69,78.0
1177,est_asm,9.15,71.36
1178,est_azj,12.41,76.84
1179,est_bel,15.84,80.89
1180,est_ben,17.04,75.99
1181,est_bos,19.85,83.63
1182,est_bul,26.01,82.35
1183,est_cat,23.23,79.12
1184,est_ces,20.19,84.19
1185,est_cmn,21.48,80.47
1186,est_cym,19.16,73.59
1187,est_dan,22.74,82.07
1188,est_deu,22.32,78.87
1189,est_ell,20.54,81.42
1190,est_eng,27.78,81.41
1191,est_fas,20.04,78.87
1192,est_fin,19.7,84.22
1193,est_fra,26.81,77.66
1194,est_glg,20.37,78.66
1195,est_guj,18.04,79.3
1196,est_heb,22.08,79.97
1197,est_hin,18.75,67.96
1198,est_hrv,18.98,83.6
1199,est_hun,18.82,79.83
1200,est_hye,19.48,80.78
1201,est_ind,21.79,81.98
1202,est_isl,14.78,76.1
1203,est_ita,19.84,80.19
1204,est_jav,11.7,79.22
1205,est_jpn,18.17,83.37
1206,est_kan,17.18,75.98
1207,est_kat,18.69,77.56
1208,est_kaz,16.55,80.8
1209,est_khm,10.8,72.31
1210,est_kir,13.18,77.73
1211,est_kor,15.34,80.72
1212,est_lao,17.58,75.58
1213,est_lav,19.12,82.54
1214,est_lit,17.97,82.86
1215,est_mal,17.03,77.16
1216,est_mkd,19.99,80.7
1217,est_msa,18.48,79.26
1218,est_mya,10.49,78.22
1219,est_nld,19.03,79.98
1220,est_nob,18.14,81.55
1221,est_npi,15.15,70.25
1222,est_pan,16.92,72.58
1223,est_pol,17.59,83.04
1224,est_por,24.96,80.06
1225,est_ron,22.66,81.4
1226,est_rus,23.1,82.44
1227,est_slk,19.33,82.83
1228,est_slv,18.18,82.2
1229,est_spa,18.37,78.06
1230,est_srp,20.2,81.31
1231,est_swe,23.94,81.74
1232,est_swh,16.58,74.64
1233,est_tam,18.69,81.86
1234,est_tel,19.9,77.53
1235,est_tgl,19.45,77.47
1236,est_tha,26.34,80.04
1237,est_tur,18.93,78.67
1238,est_ukr,20.28,82.52
1239,est_urd,14.23,72.99
1240,est_uzb,17.08,81.33
1241,est_vie,22.53,81.18
1242,est_yue,18.6,81.45
1243,fas_afr,19.99,77.21
1244,fas_amh,10.8,75.28
1245,fas_ara,21.04,80.33
1246,fas_asm,9.0,70.9
1247,fas_azj,11.74,77.22
1248,fas_bel,14.38,81.58
1249,fas_ben,15.87,76.76
1250,fas_bos,18.82,83.27
1251,fas_bul,24.65,83.41
1252,fas_cat,22.76,79.83
1253,fas_ces,19.59,83.66
1254,fas_cmn,20.1,80.88
1255,fas_cym,17.93,74.75
1256,fas_dan,22.02,82.08
1257,fas_deu,20.63,77.8
1258,fas_ell,20.47,81.58
1259,fas_eng,26.9,81.29
1260,fas_est,15.93,82.38
1261,fas_fin,18.1,83.7
1262,fas_fra,26.23,77.83
1263,fas_glg,18.44,79.36
1264,fas_guj,16.78,78.01
1265,fas_heb,21.36,80.43
1266,fas_hin,18.42,67.81
1267,fas_hrv,17.6,83.04
1268,fas_hun,17.29,80.54
1269,fas_hye,18.29,80.7
1270,fas_ind,21.59,82.29
1271,fas_isl,13.87,75.54
1272,fas_ita,19.8,80.57
1273,fas_jav,11.37,79.79
1274,fas_jpn,17.27,83.53
1275,fas_kan,15.64,75.81
1276,fas_kat,17.27,77.98
1277,fas_kaz,15.32,81.4
1278,fas_khm,11.3,72.76
1279,fas_kir,12.44,78.8
1280,fas_kor,14.82,81.14
1281,fas_lao,17.2,74.64
1282,fas_lav,17.28,81.76
1283,fas_lit,16.21,82.57
1284,fas_mal,16.07,77.3
1285,fas_mkd,18.95,80.86
1286,fas_msa,18.28,79.68
1287,fas_mya,10.51,77.57
1288,fas_nld,17.84,79.54
1289,fas_nob,16.41,81.29
1290,fas_npi,13.93,69.78
1291,fas_pan,16.63,72.57
1292,fas_pol,16.91,82.83
1293,fas_por,24.97,80.78
1294,fas_ron,22.04,82.02
1295,fas_rus,20.71,82.67
1296,fas_slk,17.83,82.72
1297,fas_slv,17.02,82.1
1298,fas_spa,18.12,78.9
1299,fas_srp,19.39,80.74
1300,fas_swe,22.85,82.01
1301,fas_swh,15.96,74.77
1302,fas_tam,18.31,82.21
1303,fas_tel,19.29,76.9
1304,fas_tgl,18.94,76.39
1305,fas_tha,25.14,79.83
1306,fas_tur,17.87,79.61
1307,fas_ukr,19.24,82.77
1308,fas_urd,14.21,74.72
1309,fas_uzb,16.76,81.96
1310,fas_vie,23.43,81.84
1311,fas_yue,17.83,81.94
1312,fin_afr,22.55,80.32
1313,fin_amh,11.8,76.73
1314,fin_ara,22.54,81.21
1315,fin_asm,9.82,72.7
1316,fin_azj,12.59,79.25
1317,fin_bel,17.02,83.87
1318,fin_ben,18.71,78.65
1319,fin_bos,20.42,86.26
1320,fin_bul,27.47,85.92
1321,fin_cat,25.4,82.47
1322,fin_ces,21.44,87.06
1323,fin_cmn,23.55,83.64
1324,fin_cym,19.75,76.36
1325,fin_dan,24.25,85.27
1326,fin_deu,24.04,82.09
1327,fin_ell,23.3,85.04
1328,fin_eng,29.99,85.32
1329,fin_est,20.18,85.84
1330,fin_fas,21.08,82.3
1331,fin_fra,29.65,81.92
1332,fin_glg,21.21,81.98
1333,fin_guj,18.99,80.76
1334,fin_heb,23.74,82.93
1335,fin_hin,19.63,71.45
1336,fin_hrv,20.42,86.13
1337,fin_hun,19.18,82.94
1338,fin_hye,20.96,83.18
1339,fin_ind,22.75,85.43
1340,fin_isl,15.86,79.14
1341,fin_ita,21.58,83.78
1342,fin_jav,12.55,81.78
1343,fin_jpn,19.65,86.37
1344,fin_kan,17.95,78.18
1345,fin_kat,19.85,80.6
1346,fin_kaz,17.63,83.87
1347,fin_khm,11.85,75.07
1348,fin_kir,14.49,80.64
1349,fin_kor,16.86,83.58
1350,fin_lao,18.5,77.68
1351,fin_lav,20.5,84.91
1352,fin_lit,19.32,86.08
1353,fin_mal,18.72,79.92
1354,fin_mkd,21.71,83.47
1355,fin_msa,20.15,82.77
1356,fin_mya,11.48,80.48
1357,fin_nld,20.67,83.2
1358,fin_nob,19.38,84.83
1359,fin_npi,15.19,72.24
1360,fin_pan,18.5,75.23
1361,fin_pol,19.47,86.56
1362,fin_por,27.03,83.55
1363,fin_ron,24.6,84.82
1364,fin_rus,24.58,85.8
1365,fin_slk,19.53,85.47
1366,fin_slv,18.96,85.16
1367,fin_spa,20.12,81.55
1368,fin_srp,21.54,83.96
1369,fin_swe,25.49,85.44
1370,fin_swh,17.21,77.84
1371,fin_tam,20.55,84.38
1372,fin_tel,21.01,79.73
1373,fin_tgl,19.9,80.05
1374,fin_tha,28.02,82.67
1375,fin_tur,20.13,81.85
1376,fin_ukr,22.0,85.7
1377,fin_urd,15.36,75.21
1378,fin_uzb,17.64,83.79
1379,fin_vie,24.91,84.39
1380,fin_yue,20.46,84.39
1381,fra_afr,27.2,81.09
1382,fra_amh,12.39,77.6
1383,fra_ara,25.48,83.31
1384,fra_asm,10.55,73.23
1385,fra_azj,15.47,81.72
1386,fra_bel,19.12,83.97
1387,fra_ben,20.25,79.81
1388,fra_bos,24.97,87.54
1389,fra_bul,32.05,87.6
1390,fra_cat,30.44,83.62
1391,fra_ces,24.85,87.79
1392,fra_cmn,26.4,84.84
1393,fra_cym,23.53,76.38
1394,fra_dan,28.3,85.83
1395,fra_deu,28.58,83.13
1396,fra_ell,26.52,85.74
1397,fra_eng,37.77,85.71
1398,fra_est,20.95,86.5
1399,fra_fas,24.17,83.64
1400,fra_fin,22.36,88.36
1401,fra_glg,26.36,83.65
1402,fra_guj,21.66,82.92
1403,fra_heb,28.23,84.1
1404,fra_hin,23.03,72.72
1405,fra_hrv,23.97,87.31
1406,fra_hun,22.33,84.76
1407,fra_hye,23.17,84.41
1408,fra_ind,27.94,86.97
1409,fra_isl,17.13,78.75
1410,fra_ita,26.32,85.46
1411,fra_jav,13.73,82.19
1412,fra_jpn,22.2,87.92
1413,fra_kan,19.06,79.67
1414,fra_kat,21.73,81.06
1415,fra_kaz,19.32,85.58
1416,fra_khm,12.53,76.26
1417,fra_kir,15.95,82.03
1418,fra_kor,18.83,84.84
1419,fra_lao,21.25,78.69
1420,fra_lav,23.52,86.03
1421,fra_lit,21.05,86.14
1422,fra_mal,20.84,80.31
1423,fra_mkd,25.11,84.69
1424,fra_msa,22.93,84.14
1425,fra_mya,12.5,80.37
1426,fra_nld,24.22,84.14
1427,fra_nob,22.55,84.96
1428,fra_npi,18.16,75.29
1429,fra_pan,20.82,76.43
1430,fra_pol,23.33,86.88
1431,fra_por,32.5,85.17
1432,fra_ron,30.51,86.52
1433,fra_rus,28.29,86.5
1434,fra_slk,23.95,86.54
1435,fra_slv,21.38,85.82
1436,fra_spa,23.7,82.82
1437,fra_srp,26.04,85.57
1438,fra_swe,30.58,85.73
1439,fra_swh,21.25,78.49
1440,fra_tam,22.43,84.7
1441,fra_tel,24.45,80.66
1442,fra_tgl,23.3,80.47
1443,fra_tha,31.27,84.5
1444,fra_tur,23.33,84.66
1445,fra_ukr,24.88,86.78
1446,fra_urd,17.65,76.1
1447,fra_uzb,20.19,84.91
1448,fra_vie,28.88,85.16
1449,fra_yue,23.31,85.88
1450,glg_afr,26.47,79.5
1451,glg_amh,12.6,77.79
1452,glg_ara,25.34,82.07
1453,glg_asm,10.08,73.53
1454,glg_azj,14.38,80.92
1455,glg_bel,18.71,84.04
1456,glg_ben,19.81,79.01
1457,glg_bos,22.81,86.04
1458,glg_bul,30.5,86.07
1459,glg_cat,30.16,82.95
1460,glg_ces,23.74,87.18
1461,glg_cmn,24.4,84.61
1462,glg_cym,22.18,75.86
1463,glg_dan,27.48,85.13
1464,glg_deu,26.75,81.63
1465,glg_ell,25.99,84.87
1466,glg_eng,34.05,83.89
1467,glg_est,19.11,85.46
1468,glg_fas,23.61,82.65
1469,glg_fin,21.16,87.14
1470,glg_fra,33.38,81.46
1471,glg_guj,20.45,82.1
1472,glg_heb,26.24,82.83
1473,glg_hin,21.82,71.3
1474,glg_hrv,22.84,86.22
1475,glg_hun,21.31,83.29
1476,glg_hye,22.35,83.28
1477,glg_ind,26.84,86.11
1478,glg_isl,16.51,78.04
1479,glg_ita,24.45,84.12
1480,glg_jav,13.75,82.19
1481,glg_jpn,21.35,87.02
1482,glg_kan,19.46,79.21
1483,glg_kat,20.66,80.56
1484,glg_kaz,17.98,84.05
1485,glg_khm,13.25,75.49
1486,glg_kir,14.73,81.43
1487,glg_kor,17.64,84.14
1488,glg_lao,20.18,78.44
1489,glg_lav,21.0,84.92
1490,glg_lit,19.78,85.37
1491,glg_mal,20.54,80.41
1492,glg_mkd,24.79,84.1
1493,glg_msa,22.63,83.39
1494,glg_mya,11.96,80.24
1495,glg_nld,22.72,82.65
1496,glg_nob,21.73,84.17
1497,glg_npi,17.07,73.99
1498,glg_pan,20.25,76.16
1499,glg_pol,21.42,86.08
1500,glg_por,30.46,84.29
1501,glg_ron,28.83,85.03
1502,glg_rus,27.18,85.53
1503,glg_slk,22.49,86.12
1504,glg_slv,20.87,85.48
1505,glg_spa,23.01,82.34
1506,glg_srp,24.57,84.17
1507,glg_swe,28.46,84.92
1508,glg_swh,19.57,78.27
1509,glg_tam,21.58,83.96
1510,glg_tel,23.38,80.94
1511,glg_tgl,22.59,79.51
1512,glg_tha,30.41,83.27
1513,glg_tur,21.89,83.59
1514,glg_ukr,24.35,85.56
1515,glg_urd,16.81,75.77
1516,glg_uzb,19.48,84.84
1517,glg_vie,27.96,83.98
1518,glg_yue,21.34,85.2
1519,guj_afr,17.73,77.95
1520,guj_amh,10.11,74.7
1521,guj_ara,18.3,77.57
1522,guj_asm,8.92,72.61
1523,guj_azj,10.74,75.47
1524,guj_bel,13.16,80.62
1525,guj_ben,16.47,75.83
1526,guj_bos,15.55,81.9
1527,guj_bul,20.83,81.6
1528,guj_cat,19.5,79.37
1529,guj_ces,16.04,82.14
1530,guj_cmn,18.43,78.75
1531,guj_cym,16.21,75.61
1532,guj_dan,18.06,81.17
1533,guj_deu,17.86,76.65
1534,guj_ell,18.13,79.83
1535,guj_eng,22.93,81.54
1536,guj_est,13.93,81.91
1537,guj_fas,16.84,77.26
1538,guj_fin,15.31,82.31
1539,guj_fra,22.06,76.99
1540,guj_glg,16.83,78.97
1541,guj_heb,17.5,78.09
1542,guj_hin,18.32,68.09
1543,guj_hrv,15.17,81.77
1544,guj_hun,15.04,77.82
1545,guj_hye,16.98,79.1
1546,guj_ind,17.91,81.84
1547,guj_isl,12.5,76.13
1548,guj_ita,16.32,79.13
1549,guj_jav,10.38,80.23
1550,guj_jpn,15.62,81.46
1551,guj_kan,16.35,75.26
1552,guj_kat,16.32,75.13
1553,guj_kaz,13.75,79.4
1554,guj_khm,9.9,71.33
1555,guj_kir,11.89,77.35
1556,guj_kor,13.29,79.1
1557,guj_lao,15.46,74.72
1558,guj_lav,14.84,81.29
1559,guj_lit,14.17,82.29
1560,guj_mal,17.32,76.52
1561,guj_mkd,16.58,79.17
1562,guj_msa,16.3,80.17
1563,guj_mya,10.07,77.5
1564,guj_nld,16.14,78.84
1565,guj_nob,14.52,80.95
1566,guj_npi,14.75,68.9
1567,guj_pan,17.52,72.84
1568,guj_pol,15.05,81.71
1569,guj_por,21.09,80.26
1570,guj_ron,18.58,80.3
1571,guj_rus,18.15,81.32
1572,guj_slk,14.47,81.3
1573,guj_slv,14.42,80.6
1574,guj_spa,16.14,78.11
1575,guj_srp,15.89,79.06
1576,guj_swe,18.72,80.7
1577,guj_swh,14.37,77.66
1578,guj_tam,17.65,80.97
1579,guj_tel,19.45,76.93
1580,guj_tgl,16.29,78.45
1581,guj_tha,22.77,78.39
1582,guj_tur,16.44,77.12
1583,guj_ukr,15.85,81.59
1584,guj_urd,14.77,72.98
1585,guj_uzb,14.92,80.8
1586,guj_vie,19.42,80.16
1587,guj_yue,15.25,79.89
1588,heb_afr,17.28,70.7
1589,heb_amh,8.68,71.87
1590,heb_ara,17.28,73.33
1591,heb_asm,6.88,67.28
1592,heb_azj,9.09,70.03
1593,heb_bel,11.92,74.71
1594,heb_ben,13.24,70.46
1595,heb_bos,15.54,75.73
1596,heb_bul,20.14,76.1
1597,heb_cat,18.55,72.12
1598,heb_ces,15.89,75.94
1599,heb_cmn,15.99,72.24
1600,heb_cym,15.35,68.99
1601,heb_dan,17.1,73.92
1602,heb_deu,16.68,70.2
1603,heb_ell,16.42,75.26
1604,heb_eng,21.81,72.91
1605,heb_est,13.07,76.03
1606,heb_fas,15.28,72.2
1607,heb_fin,14.18,76.81
1608,heb_fra,21.22,69.6
1609,heb_glg,15.65,70.95
1610,heb_guj,13.94,72.78
1611,heb_hin,15.15,60.88
1612,heb_hrv,14.54,75.49
1613,heb_hun,14.17,72.49
1614,heb_hye,15.35,74.91
1615,heb_ind,17.21,74.4
1616,heb_isl,11.69,70.06
1617,heb_ita,16.01,72.81
1618,heb_jav,9.83,74.71
1619,heb_jpn,13.83,76.44
1620,heb_kan,12.69,69.06
1621,heb_kat,13.93,72.58
1622,heb_kaz,12.77,75.84
1623,heb_khm,9.54,67.46
1624,heb_kir,10.19,72.94
1625,heb_kor,11.88,74.13
1626,heb_lao,14.24,69.12
1627,heb_lav,14.24,74.91
1628,heb_lit,12.81,75.1
1629,heb_mal,13.61,70.48
1630,heb_mkd,16.04,73.5
1631,heb_msa,15.03,71.86
1632,heb_mya,8.42,72.25
1633,heb_nld,14.78,72.32
1634,heb_nob,13.72,73.53
1635,heb_npi,11.51,63.03
1636,heb_pan,13.64,68.23
1637,heb_pol,13.81,74.72
1638,heb_por,19.9,71.88
1639,heb_ron,18.21,73.9
1640,heb_rus,17.34,74.47
1641,heb_slk,13.91,74.34
1642,heb_slv,13.36,74.03
1643,heb_spa,14.58,70.82
1644,heb_srp,15.52,73.32
1645,heb_swe,18.53,73.56
1646,heb_swh,13.27,69.33
1647,heb_tam,15.02,75.48
1648,heb_tel,15.45,70.41
1649,heb_tgl,15.88,70.8
1650,heb_tha,20.18,73.1
1651,heb_tur,14.02,71.34
1652,heb_ukr,15.7,74.63
1653,heb_urd,11.76,67.05
1654,heb_uzb,13.28,75.56
1655,heb_vie,17.88,73.69
1656,heb_yue,13.79,74.01
1657,hin_afr,23.74,80.98
1658,hin_amh,12.11,76.62
1659,hin_ara,22.72,81.35
1660,hin_asm,11.06,75.3
1661,hin_azj,14.13,79.35
1662,hin_bel,16.77,83.54
1663,hin_ben,21.08,80.84
1664,hin_bos,19.51,85.98
1665,hin_bul,28.11,85.74
1666,hin_cat,26.54,83.28
1667,hin_ces,21.6,86.41
1668,hin_cmn,23.14,83.6
1669,hin_cym,20.97,77.32
1670,hin_dan,25.76,85.81
1671,hin_deu,23.41,81.62
1672,hin_ell,23.3,83.24
1673,hin_eng,31.42,85.79
1674,hin_est,17.86,84.92
1675,hin_fas,21.44,82.71
1676,hin_fin,20.61,87.11
1677,hin_fra,30.42,82.04
1678,hin_glg,21.39,82.24
1679,hin_guj,22.88,82.8
1680,hin_heb,24.15,82.77
1681,hin_hrv,18.54,85.76
1682,hin_hun,19.37,82.52
1683,hin_hye,20.59,83.23
1684,hin_ind,25.11,86.36
1685,hin_isl,15.65,79.34
1686,hin_ita,21.7,82.99
1687,hin_jav,13.43,81.89
1688,hin_jpn,20.31,85.88
1689,hin_kan,19.64,79.95
1690,hin_kat,19.75,80.02
1691,hin_kaz,16.99,83.13
1692,hin_khm,12.32,74.86
