idx,iso3,spbleu,comet
1693,hin_kir,14.67,80.35
1694,hin_kor,18.34,83.77
1695,hin_lao,19.33,77.73
1696,hin_lav,19.92,84.99
1697,hin_lit,18.49,85.61
1698,hin_mal,19.79,80.23
1699,hin_mkd,22.1,83.01
1700,hin_msa,21.56,84.39
1701,hin_mya,12.2,79.62
1702,hin_nld,20.9,82.86
1703,hin_nob,20.38,84.96
1704,hin_npi,17.97,75.09
1705,hin_pan,23.04,78.16
1706,hin_pol,18.27,85.67
1707,hin_por,28.2,84.32
1708,hin_ron,26.37,84.85
1709,hin_rus,22.7,85.14
1710,hin_slk,19.81,85.34
1711,hin_slv,20.03,85.14
1712,hin_spa,20.13,82.03
1713,hin_srp,21.49,83.25
1714,hin_swe,26.33,85.29
1715,hin_swh,19.19,79.37
1716,hin_tam,21.81,84.2
1717,hin_tel,23.68,80.82
1718,hin_tgl,21.93,80.71
1719,hin_tha,28.64,82.64
1720,hin_tur,21.77,82.22
1721,hin_ukr,21.8,85.0
1722,hin_urd,17.79,78.17
1723,hin_uzb,18.25,83.91
1724,hin_vie,26.05,84.91
1725,hin_yue,20.5,84.24
1726,hrv_afr,24.66,80.24
1727,hrv_amh,12.85,76.02
1728,hrv_ara,24.76,81.01
1729,hrv_asm,10.34,72.44
1730,hrv_azj,14.02,79.98
1731,hrv_bel,18.39,84.06
1732,hrv_ben,19.68,77.99
1733,hrv_bos,17.07,86.8
1734,hrv_bul,29.51,86.8
1735,hrv_cat,27.33,82.32
1736,hrv_ces,24.4,88.06
1737,hrv_cmn,25.12,84.12
1738,hrv_cym,20.9,75.49
1739,hrv_dan,26.21,85.15
1740,hrv_deu,26.65,82.47
1741,hrv_ell,25.37,84.92
1742,hrv_eng,32.14,83.96
1743,hrv_est,19.77,86.55
1744,hrv_fas,22.94,82.17
1745,hrv_fin,21.91,87.32
1746,hrv_fra,31.79,81.2
1747,hrv_glg,23.55,81.92
1748,hrv_guj,20.31,80.65
1749,hrv_heb,25.38,81.96
1750,hrv_hin,21.4,70.61
1751,hrv_hun,21.5,83.89
1752,hrv_hye,22.85,83.4
1753,hrv_ind,26.07,85.71
1754,hrv_isl,16.93,78.77
1755,hrv_ita,23.99,83.85
1756,hrv_jav,13.43,82.01
1757,hrv_jpn,21.52,86.19
1758,hrv_kan,19.05,77.63
1759,hrv_kat,21.08,80.03
1760,hrv_kaz,19.02,84.02
1761,hrv_khm,12.71,74.08
1762,hrv_kir,15.48,80.66
1763,hrv_kor,18.15,84.01
1764,hrv_lao,19.72,76.82
1765,hrv_lav,21.96,86.0
1766,hrv_lit,20.75,86.78
1767,hrv_mal,20.13,79.05
1768,hrv_mkd,25.66,85.56
1769,hrv_msa,22.67,83.61
1770,hrv_mya,11.97,79.41
1771,hrv_nld,23.4,83.3
1772,hrv_nob,21.42,84.5
1773,hrv_npi,17.3,73.23
1774,hrv_pan,20.13,75.12
1775,hrv_pol,21.64,86.83
1776,hrv_por,29.12,83.49
1777,hrv_ron,27.2,85.43
1778,hrv_rus,26.12,86.14
1779,hrv_slk,22.51,87.04
1780,hrv_slv,21.39,87.12
1781,hrv_spa,21.5,81.09
1782,hrv_srp,26.62,86.57
1783,hrv_swe,27.27,85.11
1784,hrv_swh,19.2,77.06
1785,hrv_tam,22.22,83.53
1786,hrv_tel,23.31,79.32
1787,hrv_tgl,22.2,79.66
1788,hrv_tha,30.56,82.8
1789,hrv_tur,22.2,82.94
1790,hrv_ukr,24.53,86.28
1791,hrv_urd,16.97,75.25
1792,hrv_uzb,19.77,84.73
1793,hrv_vie,26.25,84.53
1794,hrv_yue,22.6,84.95
1795,hun_afr,20.53,76.92
1796,hun_amh,11.43,74.12
1797,hun_ara,21.15,78.52
1798,hun_asm,9.03,70.08
1799,hun_azj,12.45,76.75
1800,hun_bel,15.61,80.4
1801,hun_ben,17.36,75.86
1802,hun_bos,18.38,83.69
1803,hun_bul,24.57,83.28
1804,hun_cat,22.99,79.18
1805,hun_ces,19.36,84.45
1806,hun_cmn,21.71,80.66
1807,hun_cym,18.4,73.26
1808,hun_dan,22.38,81.99
1809,hun_deu,21.7,79.2
1810,hun_ell,20.62,81.45
1811,hun_eng,27.34,81.22
1812,hun_est,17.56,82.58
1813,hun_fas,19.93,79.78
1814,hun_fin,19.01,83.7
1815,hun_fra,26.75,78.24
1816,hun_glg,19.69,78.68
1817,hun_guj,17.96,77.51
1818,hun_heb,22.25,79.31
1819,hun_hin,18.77,66.8
1820,hun_hrv,17.72,83.76
1821,hun_hye,19.48,80.55
1822,hun_ind,21.37,82.9
1823,hun_isl,14.33,75.03
1824,hun_ita,19.11,80.33
1825,hun_jav,11.79,79.86
1826,hun_jpn,18.87,83.7
1827,hun_kan,17.06,74.46
1828,hun_kat,17.95,77.68
1829,hun_kaz,16.56,80.74
1830,hun_khm,11.37,72.38
1831,hun_kir,13.09,77.72
1832,hun_kor,15.73,80.74
1833,hun_lao,17.06,74.43
1834,hun_lav,17.64,81.47
1835,hun_lit,17.5,82.8
1836,hun_mal,17.41,75.61
1837,hun_mkd,19.53,80.12
1838,hun_msa,18.75,80.21
1839,hun_mya,10.8,77.26
1840,hun_nld,19.64,80.38
1841,hun_nob,17.56,81.39
1842,hun_npi,14.27,68.46
1843,hun_pan,17.18,71.55
1844,hun_pol,18.16,83.51
1845,hun_por,24.09,80.34
1846,hun_ron,23.07,82.13
1847,hun_rus,21.66,82.18
1848,hun_slk,17.67,82.93
1849,hun_slv,17.24,82.64
1850,hun_spa,18.69,78.32
1851,hun_srp,19.93,81.01
1852,hun_swe,23.28,81.51
1853,hun_swh,15.79,74.69
1854,hun_tam,18.82,80.67
1855,hun_tel,20.41,75.79
1856,hun_tgl,18.5,76.81
1857,hun_tha,26.6,80.6
1858,hun_tur,18.54,78.92
1859,hun_ukr,19.66,82.27
1860,hun_urd,15.12,72.72
1861,hun_uzb,16.82,81.3
1862,hun_vie,23.13,81.46
1863,hun_yue,18.11,81.26
1864,hye_afr,14.7,71.06
1865,hye_amh,8.43,69.94
1866,hye_ara,14.65,71.62
1867,hye_asm,7.02,66.97
1868,hye_azj,8.97,69.78
1869,hye_bel,10.74,74.33
1870,hye_ben,12.82,68.89
1871,hye_bos,13.02,75.33
1872,hye_bul,17.59,75.35
1873,hye_cat,16.38,72.05
1874,hye_ces,13.36,75.63
1875,hye_cmn,15.42,72.85
1876,hye_cym,14.37,68.96
1877,hye_dan,14.61,74.19
1878,hye_deu,15.21,70.37
1879,hye_ell,14.81,74.9
1880,hye_eng,18.14,73.38
1881,hye_est,11.87,74.63
1882,hye_fas,14.19,70.87
1883,hye_fin,13.17,76.33
1884,hye_fra,18.74,69.58
1885,hye_glg,13.47,71.4
1886,hye_guj,13.1,71.72
1887,hye_heb,14.81,72.56
1888,hye_hin,13.98,59.43
1889,hye_hrv,12.11,75.38
1890,hye_hun,12.68,72.18
1891,hye_ind,15.02,73.74
1892,hye_isl,10.8,70.53
1893,hye_ita,13.42,72.27
1894,hye_jav,8.34,73.83
1895,hye_jpn,12.58,75.45
1896,hye_kan,11.97,68.68
1897,hye_kat,13.54,70.39
1898,hye_kaz,12.02,74.19
1899,hye_khm,8.5,66.66
1900,hye_kir,10.13,71.25
1901,hye_kor,10.3,72.49
1902,hye_lao,12.21,68.81
1903,hye_lav,12.73,74.97
1904,hye_lit,12.45,75.52
1905,hye_mal,12.58,69.8
1906,hye_mkd,13.84,72.58
1907,hye_msa,12.91,72.18
1908,hye_mya,8.14,72.24
1909,hye_nld,12.5,72.28
1910,hye_nob,11.76,74.0
1911,hye_npi,10.7,61.77
1912,hye_pan,12.74,65.71
1913,hye_pol,11.93,75.58
1914,hye_por,17.47,72.06
1915,hye_ron,15.89,73.62
1916,hye_rus,15.06,74.61
1917,hye_slk,11.84,73.77
1918,hye_slv,12.46,74.3
1919,hye_spa,13.25,70.84
1920,hye_srp,13.69,72.52
1921,hye_swe,15.63,73.64
1922,hye_swh,11.38,69.68
1923,hye_tam,13.59,74.83
1924,hye_tel,14.32,69.54
1925,hye_tgl,14.21,70.97
1926,hye_tha,19.08,71.96
1927,hye_tur,12.4,70.49
1928,hye_ukr,13.64,74.75
1929,hye_urd,11.24,66.21
1930,hye_uzb,12.54,74.74
1931,hye_vie,15.85,74.09
1932,hye_yue,12.94,74.04
1933,ind_afr,26.44,81.22
1934,ind_amh,13.4,77.94
1935,ind_ara,26.41,82.36
1936,ind_asm,11.17,74.78
1937,ind_azj,15.03,81.61
1938,ind_bel,18.29,84.19
1939,ind_ben,21.39,80.84
1940,ind_bos,23.19,87.57
1941,ind_bul,31.37,87.53
1942,ind_cat,29.03,83.38
1943,ind_ces,24.03,87.86
1944,ind_cmn,26.51,84.53
1945,ind_cym,23.79,78.01
1946,ind_dan,28.13,86.29
1947,ind_deu,26.41,82.58
1948,ind_ell,25.33,85.65
1949,ind_eng,37.31,85.91
1950,ind_est,19.85,86.48
1951,ind_fas,24.21,83.31
1952,ind_fin,22.38,87.82
1953,ind_fra,33.13,82.59
1954,ind_glg,24.85,83.3
1955,ind_guj,21.8,83.23
1956,ind_heb,27.48,83.7
1957,ind_hin,22.96,73.3
1958,ind_hrv,23.86,87.66
1959,ind_hun,22.34,84.79
1960,ind_hye,23.23,83.87
1961,ind_isl,16.77,79.44
1962,ind_ita,23.7,84.46
1963,ind_jav,16.42,85.63
1964,ind_jpn,22.01,87.37
1965,ind_kan,20.64,80.35
1966,ind_kat,20.99,81.51
1967,ind_kaz,19.19,85.04
1968,ind_khm,13.52,75.76
1969,ind_kir,15.49,82.16
1970,ind_kor,19.32,85.83
1971,ind_lao,21.89,79.0
1972,ind_lav,21.85,86.09
1973,ind_lit,20.77,86.52
1974,ind_mal,21.58,81.53
1975,ind_mkd,25.21,85.1
1976,ind_msa,23.5,86.51
1977,ind_mya,12.73,81.07
1978,ind_nld,23.17,84.06
1979,ind_nob,22.39,85.67
1980,ind_npi,18.48,75.61
1981,ind_pan,20.48,76.71
1982,ind_pol,21.59,87.01
1983,ind_por,32.2,85.06
1984,ind_ron,28.9,86.39
1985,ind_rus,25.87,86.35
1986,ind_slk,22.09,86.77
1987,ind_slv,21.0,86.09
1988,ind_spa,22.29,82.43
1989,ind_srp,25.39,85.56
1990,ind_swe,28.35,86.21
1991,ind_swh,21.92,80.12
1992,ind_tam,23.87,85.77
1993,ind_tel,25.48,81.83
1994,ind_tgl,24.77,82.32
1995,ind_tha,31.85,84.55
1996,ind_tur,22.19,84.7
1997,ind_ukr,24.64,86.55
1998,ind_urd,18.17,76.59
1999,ind_uzb,20.47,86.09
2000,ind_vie,29.92,85.69
2001,ind_yue,22.26,85.44
2002,isl_afr,12.34,67.52
2003,isl_amh,5.58,66.74
2004,isl_ara,10.01,67.53
2005,isl_asm,5.54,64.02
2006,isl_azj,7.42,68.02
2007,isl_bel,8.26,72.12
2008,isl_ben,10.64,65.93
2009,isl_bos,8.91,72.54
2010,isl_bul,13.29,72.71
2011,isl_cat,14.46,68.81
2012,isl_ces,12.7,73.72
2013,isl_cmn,10.8,69.28
2014,isl_cym,12.62,65.38
2015,isl_dan,12.72,69.17
2016,isl_deu,10.79,65.78
2017,isl_ell,11.06,70.87
2018,isl_eng,15.93,67.51
2019,isl_est,8.94,72.86
2020,isl_fas,11.75,68.45
2021,isl_fin,9.48,74.22
2022,isl_fra,14.06,63.47
2023,isl_glg,9.66,66.47
2024,isl_guj,8.81,69.19
2025,isl_heb,11.47,67.78
2026,isl_hin,9.59,56.03
2027,isl_hrv,8.9,74.98
2028,isl_hun,10.17,68.48
2029,isl_hye,10.98,69.83
2030,isl_ind,10.55,70.41
2031,isl_ita,11.48,68.45
2032,isl_jav,5.16,71.86
2033,isl_jpn,7.54,71.83
2034,isl_kan,9.06,66.35
2035,isl_kat,10.26,68.87
2036,isl_kaz,6.84,72.65
2037,isl_khm,6.6,65.05
2038,isl_kir,6.77,68.4
2039,isl_kor,7.9,70.08
2040,isl_lao,9.85,67.17
2041,isl_lav,10.57,73.42
2042,isl_lit,11.65,70.67
2043,isl_mal,8.59,67.77
2044,isl_mkd,10.67,69.0
2045,isl_msa,9.36,68.58
2046,isl_mya,6.53,70.7
2047,isl_nld,9.35,68.35
2048,isl_nob,10.96,69.43
2049,isl_npi,7.06,57.68
2050,isl_pan,8.34,62.88
2051,isl_pol,8.82,73.38
2052,isl_por,12.53,67.31
2053,isl_ron,10.59,67.92
2054,isl_rus,12.26,72.13
2055,isl_slk,9.0,70.63
2056,isl_slv,9.79,70.31
2057,isl_spa,9.19,65.66
2058,isl_srp,10.88,71.07
2059,isl_swe,13.14,68.13
2060,isl_swh,8.97,67.28
2061,isl_tam,10.04,72.35
2062,isl_tel,9.94,67.43
2063,isl_tgl,11.9,68.07
2064,isl_tha,14.22,69.19
2065,isl_tur,8.44,66.96
2066,isl_ukr,11.01,72.18
2067,isl_urd,7.72,62.93
2068,isl_uzb,10.33,73.05
2069,isl_vie,13.01,71.17
2070,isl_yue,9.98,71.87
2071,ita_afr,23.6,79.95
2072,ita_amh,12.45,77.21
2073,ita_ara,23.81,82.42
2074,ita_asm,9.87,72.93
2075,ita_azj,13.62,81.13
2076,ita_bel,18.19,84.41
2077,ita_ben,18.87,78.79
2078,ita_bos,21.44,87.54
2079,ita_bul,29.4,87.59
2080,ita_cat,27.69,83.64
2081,ita_ces,23.18,87.94
2082,ita_cmn,24.86,85.1
2083,ita_cym,20.55,75.87
2084,ita_dan,25.38,85.9
2085,ita_deu,25.46,82.77
2086,ita_ell,25.31,85.6
2087,ita_eng,30.75,84.75
2088,ita_est,18.16,86.36
2089,ita_fas,22.51,83.52
2090,ita_fin,20.81,87.93
2091,ita_fra,31.87,83.1
2092,ita_glg,24.1,83.74
2093,ita_guj,19.59,81.86
2094,ita_heb,25.2,83.8
2095,ita_hin,20.8,71.27
2096,ita_hrv,21.34,87.74
2097,ita_hun,20.18,84.47
2098,ita_hye,21.69,84.29
2099,ita_ind,24.44,86.54
2100,ita_isl,16.33,78.5
2101,ita_jav,12.92,82.09
2102,ita_jpn,20.72,87.48
2103,ita_kan,18.69,78.45
2104,ita_kat,20.37,80.66
2105,ita_kaz,17.07,84.67
2106,ita_khm,12.17,74.98
2107,ita_kir,14.1,81.36
2108,ita_kor,18.19,84.64
2109,ita_lao,19.3,77.97
2110,ita_lav,20.74,86.32
2111,ita_lit,19.84,86.42
2112,ita_mal,19.6,79.77
2113,ita_mkd,22.98,85.61
2114,ita_msa,21.29,83.76
2115,ita_mya,11.48,79.91
2116,ita_nld,22.23,83.69
2117,ita_nob,20.98,85.18
2118,ita_npi,17.02,73.98
2119,ita_pan,18.82,75.04
2120,ita_pol,21.62,87.22
2121,ita_por,29.19,84.98
2122,ita_ron,27.69,86.73
2123,ita_rus,25.6,86.65
2124,ita_slk,21.7,87.09
2125,ita_slv,20.03,86.61
2126,ita_spa,22.44,83.05
2127,ita_srp,22.8,85.42
2128,ita_swe,26.82,85.87
2129,ita_swh,18.12,77.83
2130,ita_tam,21.17,84.05
2131,ita_tel,22.84,80.28
2132,ita_tgl,21.65,80.35
2133,ita_tha,29.74,83.82
2134,ita_tur,21.17,83.98
2135,ita_ukr,22.49,86.74
2136,ita_urd,16.34,75.74
2137,ita_uzb,18.85,84.85
2138,ita_vie,25.84,85.28
2139,ita_yue,21.1,85.8
2140,jav_afr,12.83,66.64
2141,jav_amh,7.68,68.69
2142,jav_ara,12.83,67.65
2143,jav_asm,6.21,65.39
2144,jav_azj,7.64,67.69
2145,jav_bel,9.27,72.61
2146,jav_ben,11.5,67.6
2147,jav_bos,10.27,72.29
2148,jav_bul,14.71,71.73
2149,jav_cat,13.42,66.89
2150,jav_ces,10.84,73.05
2151,jav_cmn,13.1,69.19
2152,jav_cym,12.73,65.65
2153,jav_dan,11.69,69.47
2154,jav_deu,11.91,66.17
2155,jav_ell,12.71,71.36
2156,jav_eng,15.46,68.48
2157,jav_est,8.99,71.38
2158,jav_fas,11.38,67.47
2159,jav_fin,10.5,72.48
2160,jav_fra,15.27,64.44
2161,jav_glg,11.42,67.21
2162,jav_guj,11.79,71.04
2163,jav_heb,13.07,68.29
2164,jav_hin,11.81,58.0
2165,jav_hrv,9.76,72.54
2166,jav_hun,10.48,69.27
2167,jav_hye,12.39,70.56
2168,jav_ind,13.2,72.4
2169,jav_isl,8.86,67.19
2170,jav_ita,11.21,68.62
2171,jav_jpn,11.17,73.69
2172,jav_kan,11.27,66.89
2173,jav_kat,12.34,68.01
2174,jav_kaz,9.46,72.23
2175,jav_khm,7.97,63.32
2176,jav_kir,8.39,70.64
2177,jav_kor,9.4,71.4
2178,jav_lao,11.87,67.01
2179,jav_lav,10.87,72.24
2180,jav_lit,9.49,73.07
2181,jav_mal,11.6,68.11
2182,jav_mkd,12.0,70.84
2183,jav_msa,12.5,70.73
2184,jav_mya,7.63,71.16
2185,jav_nld,10.9,68.76
2186,jav_nob,9.93,69.97
2187,jav_npi,10.19,61.77
2188,jav_pan,11.36,64.59
2189,jav_pol,9.63,72.36
2190,jav_por,14.29,68.17
2191,jav_ron,12.91,70.49
2192,jav_rus,12.8,71.55
2193,jav_slk,9.82,71.53
2194,jav_slv,9.86,71.06
2195,jav_spa,10.96,66.22
2196,jav_srp,11.07,70.79
2197,jav_swe,12.59,69.27
2198,jav_swh,10.22,68.63
2199,jav_tam,12.47,72.62
2200,jav_tel,13.04,68.81
2201,jav_tgl,12.47,69.43
2202,jav_tha,17.56,69.34
2203,jav_tur,10.19,67.93
2204,jav_ukr,11.39,71.44
2205,jav_urd,9.19,62.94
2206,jav_uzb,10.2,73.64
2207,jav_vie,13.95,70.18
2208,jav_yue,11.62,71.09
2209,jpn_afr,17.7,78.6
2210,jpn_amh,9.98,74.72
2211,jpn_ara,19.05,79.34
2212,jpn_asm,9.07,71.61
2213,jpn_azj,12.23,78.6
2214,jpn_bel,14.48,82.0
2215,jpn_ben,16.63,76.66
2216,jpn_bos,15.95,84.02
2217,jpn_bul,22.22,83.73
2218,jpn_cat,20.67,80.51
2219,jpn_ces,17.47,84.77
2220,jpn_cmn,21.21,82.77
2221,jpn_cym,16.92,74.32
2222,jpn_dan,18.96,83.26
2223,jpn_deu,18.99,79.31
2224,jpn_ell,19.6,82.22
2225,jpn_eng,23.16,82.35
2226,jpn_est,15.26,83.26
2227,jpn_fas,18.69,80.15
2228,jpn_fin,17.16,85.01
2229,jpn_fra,23.84,79.29
2230,jpn_glg,17.07,80.12
2231,jpn_guj,16.81,78.53
2232,jpn_heb,19.06,79.96
2233,jpn_hin,16.9,68.83
2234,jpn_hrv,16.9,84.25
2235,jpn_hun,16.59,80.77
2236,jpn_hye,17.28,81.23
2237,jpn_ind,20.0,83.19
2238,jpn_isl,13.07,76.85
2239,jpn_ita,18.23,81.37
2240,jpn_jav,10.95,80.06
2241,jpn_kan,15.37,75.61
2242,jpn_kat,16.8,76.97
2243,jpn_kaz,15.1,81.76
2244,jpn_khm,11.14,73.8
2245,jpn_kir,12.87,78.92
2246,jpn_kor,16.29,83.09
2247,jpn_lao,16.9,76.25
2248,jpn_lav,16.34,83.06
2249,jpn_lit,15.44,83.31
2250,jpn_mal,17.03,77.46
2251,jpn_mkd,17.49,81.61
2252,jpn_msa,17.91,80.97
2253,jpn_mya,10.93,78.21
2254,jpn_nld,17.19,81.06
2255,jpn_nob,15.85,82.83
2256,jpn_npi,13.89,70.35
2257,jpn_pan,15.92,72.13
2258,jpn_pol,16.34,83.85
2259,jpn_por,22.03,81.67
2260,jpn_ron,20.41,82.49
2261,jpn_rus,19.13,83.02
2262,jpn_slk,14.83,83.21
2263,jpn_slv,15.48,83.01
2264,jpn_spa,16.77,79.52
2265,jpn_srp,18.03,82.08
2266,jpn_swe,19.73,83.0
2267,jpn_swh,14.08,75.28
2268,jpn_tam,17.98,81.37
2269,jpn_tel,19.81,77.07
2270,jpn_tgl,17.65,77.87
2271,jpn_tha,25.7,81.16
2272,jpn_tur,17.59,80.71
2273,jpn_ukr,17.49,83.19
2274,jpn_urd,13.71,72.97
2275,jpn_uzb,16.3,82.62
2276,jpn_vie,21.19,82.54
2277,jpn_yue,17.94,83.82
2278,kan_afr,15.46,75.0
2279,kan_amh,9.84,72.61
2280,kan_ara,16.02,74.83
2281,kan_asm,8.29,68.97
2282,kan_azj,9.8,73.2
2283,kan_bel,12.04,77.71
2284,kan_ben,15.01,72.27
2285,kan_bos,12.88,78.85
2286,kan_bul,17.45,78.03
2287,kan_cat,16.86,75.7
2288,kan_ces,13.84,79.25
2289,kan_cmn,17.07,75.92
2290,kan_cym,13.73,72.51
2291,kan_dan,14.85,77.94
2292,kan_deu,15.1,74.05
2293,kan_ell,16.31,77.59
2294,kan_eng,19.18,77.78
2295,kan_est,12.16,79.13
2296,kan_fas,15.15,74.5
2297,kan_fin,13.02,80.32
2298,kan_fra,19.28,73.87
2299,kan_glg,14.6,75.42
2300,kan_guj,15.0,75.63
2301,kan_heb,16.17,75.52
2302,kan_hin,15.2,63.91
2303,kan_hrv,13.35,79.07
2304,kan_hun,13.06,74.33
2305,kan_hye,14.78,77.06
2306,kan_ind,15.71,78.5
2307,kan_isl,10.46,73.23
2308,kan_ita,14.7,76.05
2309,kan_jav,9.16,77.04
2310,kan_jpn,15.28,79.07
2311,kan_kat,14.64,73.33
2312,kan_kaz,12.69,77.33
2313,kan_khm,9.44,69.47
2314,kan_kir,11.01,74.73
2315,kan_kor,12.8,76.22
2316,kan_lao,13.35,71.96
2317,kan_lav,13.58,78.42
2318,kan_lit,12.7,79.21
2319,kan_mal,15.99,75.38
2320,kan_mkd,13.89,75.73
2321,kan_msa,13.72,76.86
2322,kan_mya,9.31,74.73
2323,kan_nld,14.73,76.24
2324,kan_nob,12.74,78.05
2325,kan_npi,12.78,66.21
2326,kan_pan,14.71,70.58
2327,kan_pol,13.36,78.88
2328,kan_por,18.11,76.61
2329,kan_ron,15.66,77.34
2330,kan_rus,15.33,77.86
2331,kan_slk,12.57,78.07
2332,kan_slv,12.15,77.51
2333,kan_spa,14.29,74.56
2334,kan_srp,14.9,75.86
2335,kan_swe,16.35,78.11
2336,kan_swh,11.82,73.5
2337,kan_tam,16.38,79.22
2338,kan_tel,17.98,75.67
2339,kan_tgl,14.71,74.77
2340,kan_tha,20.26,74.57
2341,kan_tur,14.32,74.15
2342,kan_ukr,14.2,78.3
2343,kan_urd,12.09,69.41
2344,kan_uzb,13.08,78.29
2345,kan_vie,17.04,77.62
2346,kan_yue,14.1,76.93
2347,kat_afr,6.84,60.59
2348,kat_amh,4.73,62.26
2349,kat_ara,7.82,62.14
2350,kat_asm,4.22,58.67
2351,kat_azj,5.16,59.75
2352,kat_bel,6.63,65.98
2353,kat_ben,7.77,58.8
2354,kat_bos,5.72,64.09
2355,kat_bul,8.34,63.98
2356,kat_cat,8.37,61.06
2357,kat_ces,5.87,63.99
2358,kat_cmn,8.35,61.9
2359,kat_cym,7.82,59.85
2360,kat_dan,6.2,62.82
2361,kat_deu,6.88,59.01
2362,kat_ell,8.7,64.46
2363,kat_eng,7.54,61.64
2364,kat_est,5.95,64.89
2365,kat_fas,7.26,60.43
2366,kat_fin,5.99,65.16
2367,kat_fra,9.3,57.46
2368,kat_glg,7.05,60.89
2369,kat_guj,7.74,61.34
2370,kat_heb,8.33,62.13
2371,kat_hin,7.42,49.19
2372,kat_hrv,5.85,64.25
2373,kat_hun,6.64,60.74
2374,kat_hye,9.32,64.18
2375,kat_ind,5.89,62.73
2376,kat_isl,5.09,60.74
2377,kat_ita,6.82,60.94
2378,kat_jav,4.08,66.16
2379,kat_jpn,6.75,64.18
2380,kat_kan,7.3,58.52
2381,kat_kaz,5.96,64.2
2382,kat_khm,5.61,59.6
2383,kat_kir,6.13,63.52
2384,kat_kor,5.76,62.02
2385,kat_lao,7.46,61.23
2386,kat_lav,5.85,64.6
2387,kat_lit,6.43,65.23
2388,kat_mal,8.13,59.59
2389,kat_mkd,6.88,63.18
2390,kat_msa,6.14,61.6
2391,kat_mya,5.53,64.32
2392,kat_nld,7.15,62.35
2393,kat_nob,5.58,62.94
2394,kat_npi,6.09,52.06
2395,kat_pan,7.48,57.83
2396,kat_pol,6.38,64.46
2397,kat_por,8.59,60.88
2398,kat_ron,7.0,61.87
2399,kat_rus,7.21,63.98
2400,kat_slk,5.78,63.21
2401,kat_slv,6.2,64.28
2402,kat_spa,6.97,59.79
2403,kat_srp,6.74,62.88
2404,kat_swe,6.82,61.71
2405,kat_swh,5.74,61.9
2406,kat_tam,7.97,63.54
2407,kat_tel,8.36,58.91
2408,kat_tgl,7.2,62.15
2409,kat_tha,12.09,62.15
2410,kat_tur,6.36,58.3
2411,kat_ukr,6.98,64.66
2412,kat_urd,6.18,56.09
2413,kat_uzb,6.39,65.83
2414,kat_vie,7.2,62.31
2415,kat_yue,6.85,63.44
2416,kaz_afr,12.85,70.42
2417,kaz_amh,8.26,69.32
2418,kaz_ara,13.09,71.6
2419,kaz_asm,6.72,65.35
2420,kaz_azj,8.61,68.96
2421,kaz_bel,10.53,76.39
2422,kaz_ben,11.36,67.73
2423,kaz_bos,11.09,74.31
2424,kaz_bul,15.37,76.25
2425,kaz_cat,14.8,71.36
2426,kaz_ces,11.45,75.23
2427,kaz_cmn,13.78,71.9
2428,kaz_cym,11.78,68.28
2429,kaz_dan,12.69,74.08
2430,kaz_deu,12.46,68.87
2431,kaz_ell,13.27,73.51
2432,kaz_eng,15.99,73.09
2433,kaz_est,10.68,74.82
2434,kaz_fas,13.07,70.68
2435,kaz_fin,10.8,76.14
2436,kaz_fra,16.84,69.26
2437,kaz_glg,12.36,70.65
2438,kaz_guj,12.21,70.53
2439,kaz_heb,13.71,72.32
2440,kaz_hin,12.77,59.0
2441,kaz_hrv,10.65,74.8
2442,kaz_hun,11.36,71.03
2443,kaz_hye,13.49,73.12
2444,kaz_ind,12.99,74.58
2445,kaz_isl,8.72,69.44
2446,kaz_ita,12.16,71.69
2447,kaz_jav,7.68,75.11
2448,kaz_jpn,12.08,75.25
2449,kaz_kan,11.42,67.21
2450,kaz_kat,13.19,69.86
2451,kaz_khm,7.55,66.84
2452,kaz_kir,9.72,73.88
2453,kaz_kor,10.39,73.09
2454,kaz_lao,11.39,68.44
2455,kaz_lav,11.27,75.31
2456,kaz_lit,10.57,75.53
2457,kaz_mal,12.27,69.31
2458,kaz_mkd,12.09,74.23
2459,kaz_msa,11.65,72.43
2460,kaz_mya,8.36,71.73
2461,kaz_nld,11.52,71.61
2462,kaz_nob,10.11,73.43
2463,kaz_npi,10.33,61.04
2464,kaz_pan,12.17,64.68
2465,kaz_pol,9.88,75.54
2466,kaz_por,15.3,72.67
2467,kaz_ron,14.03,73.77
2468,kaz_rus,13.49,76.38
2469,kaz_slk,10.79,73.77
2470,kaz_slv,10.61,73.78
2471,kaz_spa,11.96,70.12
2472,kaz_srp,12.07,73.82
2473,kaz_swe,13.11,72.71
2474,kaz_swh,10.03,69.49
2475,kaz_tam,12.65,73.99
2476,kaz_tel,13.92,69.78
2477,kaz_tgl,12.72,71.33
2478,kaz_tha,17.95,72.68
2479,kaz_tur,12.06,70.03
2480,kaz_ukr,12.66,76.87
2481,kaz_urd,10.82,64.05
2482,kaz_uzb,12.57,75.21
2483,kaz_vie,14.43,74.89
2484,kaz_yue,11.97,73.91
2485,khm_afr,5.52,60.4
2486,khm_amh,3.1,63.63
2487,khm_ara,4.69,60.01
2488,khm_asm,3.17,61.0
2489,khm_azj,2.83,59.47
2490,khm_bel,4.03,64.7
2491,khm_ben,4.46,60.49
2492,khm_bos,3.93,62.85
2493,khm_bul,6.01,62.57
2494,khm_cat,5.68,59.62
2495,khm_ces,4.3,63.18
2496,khm_cmn,5.41,60.09
2497,khm_cym,5.81,60.75
2498,khm_dan,4.93,61.69
